param nu := 1;
param m := 500;
param n := 3;

param A_train:
	1	2	3 :=
	1	11.874	7.054	-2.017
	2	-3.663	2.150	6.858
	3	8.183	16.808	10.799
	4	3.930	18.614	6.144
	5	-4.989	14.610	-9.083
	6	3.974	2.827	-4.021
	7	8.322	2.985	10.883
	8	11.575	5.715	5.324
	9	-9.721	13.594	-1.572
	10	7.339	4.314	11.587
	11	3.259	10.214	-10.681
	12	-7.938	3.447	3.806
	13	1.993	13.935	-4.758
	14	6.464	19.560	1.227
	15	5.546	20.306	12.680
	16	10.991	2.068	7.106
	17	4.174	8.981	-3.907
	18	5.713	11.704	-1.795
	19	3.467	10.461	-4.245
	20	2.919	19.936	6.656
	21	0.988	18.825	-4.691
	22	5.577	4.232	4.843
	23	-8.311	13.613	3.329
	24	-9.404	5.565	0.578
	25	9.440	10.885	-7.672
	26	12.769	12.848	2.429
	27	6.196	15.597	0.502
	28	11.043	6.705	7.208
	29	4.835	15.659	-10.516
	30	-8.294	10.610	-5.684
	31	8.651	17.405	-7.721
	32	3.522	7.588	-4.407
	33	-2.980	11.608	7.671
	34	-7.749	7.237	-6.588
	35	5.841	19.906	-1.213
	36	4.066	2.908	-3.754
	37	-9.328	14.492	0.987
	38	6.677	9.123	-9.488
	39	6.498	6.001	0.090
	40	1.810	14.612	14.212
	41	-9.349	6.403	-2.820
	42	11.923	17.782	-2.644
	43	3.562	18.060	6.510
	44	3.133	14.563	6.344
	45	6.467	18.552	1.274
	46	12.688	15.248	-0.089
	47	8.052	19.763	10.681
	48	8.909	10.943	10.151
	49	-2.539	20.696	-10.374
	50	12.492	1.846	-1.549
	51	11.978	2.032	-3.419
	52	11.250	8.409	6.732
	53	5.310	3.228	4.273
	54	6.260	8.696	1.706
	55	-7.466	11.416	4.819
	56	-3.959	20.958	-9.872
	57	3.413	5.137	-4.215
	58	-2.003	12.545	7.776
	59	1.552	5.132	7.559
	60	-4.048	0.757	-9.862
	61	-1.093	18.072	7.950
	62	-8.162	5.612	4.512
	63	-9.454	16.884	0.007
	64	-4.567	9.320	7.441
	65	-9.633	9.722	-2.008
	66	-2.612	9.334	7.709
	67	2.190	6.648	13.863
	68	6.417	14.747	-10.069
	69	-8.911	9.758	1.888
	70	5.398	4.130	-10.048
	71	3.715	18.431	6.676
	72	5.992	13.830	3.760
	73	-7.215	13.471	-7.637
	74	3.787	18.242	13.695
	75	6.334	15.381	-0.284
	76	-8.932	10.378	-3.543
	77	-9.370	14.305	0.418
	78	0.824	11.825	-5.166
	79	8.963	14.998	-8.162
	80	-2.658	14.390	7.795
	81	-8.905	4.772	-4.645
	82	2.631	0.423	7.140
	83	4.792	1.729	-2.954
	84	6.208	2.948	-0.381
	85	-8.223	3.426	4.067
	86	0.536	16.698	-4.752
	87	5.394	14.332	4.777
	88	6.296	9.506	0.984
	89	1.625	1.620	-10.795
	90	6.501	11.608	0.675
	91	8.259	12.793	10.547
	92	7.028	17.206	-9.128
	93	6.167	19.687	-0.712
	94	5.947	20.600	-1.664
	95	-8.056	17.547	-5.892
	96	2.022	13.020	13.769
	97	-9.085	7.331	-3.906
	98	6.098	4.552	0.819
	99	-0.964	9.365	7.888
	100	-9.343	0.017	-0.548
	101	-9.502	11.880	-2.052
	102	12.313	8.525	3.258
