param n := 1000;
param A :
	0.083	0.958	0.053	0.068
	0.265	0.453	0.948	0.951
	0.321	0.267	0.741	0.406
	0.132	0.595	0.491	0.263
	0.344	0.742	0.130	0.852
	0.433	0.600	0.060	0.721
	0.096	0.804	0.023	0.149
	0.993	0.414	0.325	0.941
	0.478	0.262	0.632	0.219
	0.869	0.351	0.263	0.360
	0.003	0.704	0.356	0.133
	0.841	0.566	0.155	0.901
	0.221	0.996	0.091	0.244
	0.963	0.237	0.559	0.288
	0.924	0.766	0.440	0.556
	0.109	0.426	0.336	0.372
	0.951	0.376	0.489	0.307
	0.045	0.148	0.075	0.200
	0.362	0.420	0.045	0.453
	0.190	0.416	0.901	0.749
	0.079	0.674	0.470	0.519
	0.455	0.628	0.656	0.791
	0.441	0.742	0.376	0.930
	0.885	0.974	0.198	0.961
	0.247	0.323	0.595	0.292
	0.259	0.482	0.192	0.159
	0.896	0.238	0.905	0.366
	0.136	0.821	0.385	0.791
	0.386	0.232	0.354	0.762
	0.404	0.647	0.136	0.602
	0.311	0.849	0.931	0.905
	0.708	0.164	0.624	0.900
	0.855	0.796	0.561	0.761
	0.318	0.897	0.982	0.703
	0.594	0.088	0.920	0.949
	0.082	0.353	0.498	0.219
	0.106	0.529	0.805	0.037
	0.946	0.745	0.598	0.570
	0.922	0.425	0.440	0.483
	0.602	0.800	0.082	0.584
	0.770	0.178	0.592	0.690
	0.442	0.773	0.480	0.940
	0.436	0.046	0.521	0.241
	0.955	0.187	0.828	0.554
	0.472	0.475	0.182	0.913
	0.368	0.515	0.758	0.450
	0.261	0.220	0.277	0.853
	0.404	0.295	0.683	0.885
	0.675	0.321	0.281	0.195
	0.364	0.150	0.749	0.192
	0.505	0.664	0.179	0.687
	0.137	0.054	0.091	0.895
	0.190	0.157	0.725	0.467
	0.636	0.872	0.305	0.319
	0.540	0.994	0.077	0.821
	0.639	0.185	0.339	0.387
	0.043	0.893	0.041	0.223
	0.618	0.360	0.634	0.709
	0.138	0.899	0.412	0.863
	0.421	0.499	0.238	0.726
	0.994	0.266	0.811	0.072
	0.000	0.711	0.272	0.339
	0.648	0.383	0.991	0.689
	0.570	0.307	0.965	0.204
	0.220	0.342	0.915	0.632
	0.281	0.053	0.704	0.519
	0.521	0.514	0.045	0.332
	0.131	0.332	0.296	0.403
	0.394	0.051	0.054	0.385
	0.660	0.955	0.047	0.625
	0.063	0.845	0.501	0.978
	0.706	0.259	0.529	0.409
	0.308	0.931	0.292	0.353
	0.877	0.484	0.596	0.173
	0.267	0.567	0.938	0.322
	0.679	0.981	0.906	0.726
	0.064	0.790	0.451	0.565
	0.928	0.271	0.027	0.457
	0.805	0.765	0.611	0.097
	0.874	0.974	0.602	0.470
	0.488	0.737	0.713	0.427
	0.665	0.105	0.040	0.570
	0.647	0.635	0.621	0.098
	0.389	0.026	0.471	0.415
	0.151	0.220	0.248	0.762
	0.366	0.637	0.290	0.967
	0.437	0.456	0.844	0.150
	0.902	0.814	0.988	0.943
	0.819	0.590	0.020	0.440
	0.220	0.829	0.713	0.691
	0.196	0.842	0.464	0.444
	0.781	0.810	0.241	0.072
	0.347	0.508	0.233	0.191
	0.115	0.093	0.473	0.103
	0.858	0.922	0.626	0.878
	0.313	0.097	0.191	0.026
	0.435	0.222	0.630	0.900
	0.234	0.681	0.477	0.475
	0.254	0.823	0.261	0.487
	0.920	0.603	0.107	0.392
	0.143	0.250	0.628	0.768
	0.990	0.081	0.225	0.182
	0.013	0.617	0.330	0.644
	0.997	0.878	0.198	0.473
	0.951	0.727	0.176	0.212
	0.189	0.131	0.817	0.296
	0.522	0.438	0.774	0.150
	0.902	0.141	0.288	0.127
	0.395	0.141	0.939	0.725
	0.456	0.722	0.662	0.654
	0.016	0.604	0.922	0.192
	0.136	0.381	0.947	0.952
	0.471	0.475	0.115	0.245
	0.321	0.147	0.765	0.609
	0.087	0.004	0.415	0.026
	0.199	0.482	0.450	0.862
	0.645	0.877	0.740	0.567
	0.556	0.702	0.450	0.503
	0.126	0.975	0.130	0.241
	0.754	0.562	0.367	0.520
	0.642	0.607	0.175	0.057
	0.903	0.256	0.116	0.353
	0.252	0.998	0.995	0.992
	0.064	0.548	0.267	0.514
	0.922	0.641	0.026	0.052
	0.246	0.806	0.444	0.613
	0.615	0.255	0.933	0.789
	0.567	0.693	0.568	0.683
	0.686	0.935	0.044	0.681
	0.609	0.746	0.475	0.876
